screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score
sqiouyilu,1301,90273,123,3366,1252,106,69.3874,59.7963,0.0922,667,7.019,2.0853,80308,486.634,144.5734,94.042,14.2441,1.3,0.03,0.11,0.41,0.248,120.6852
Squach,4141,13507,62,2859,743,170,3.2618,0.2099,0.021,407,1.978,0.6919,1396,4.604,1.6104,116.684,19.982,1.2143,0.08,0.03,0.43,0.28,1.2891
ssoebmizan,1548,8577,157,2707,2276,10,5.5407,1.7371,0.0045,5,0.282,0.1042,64,0.28,0.1034,111.162,29.2508,1.5889,0.29,0.23,0.76,0.112,0.0314
StadriEmblems,3482,2035,154,325,229,15,0.5844,0.7464,0.0138,19,0.421,1.2954,2349,2.754,8.4738,121.805,20.1603,2.1,0.02,0.06,0.54,0.069,0.19
stagescycling,2167,4132,146,7550,517,138,1.9068,1.4924,0.09,25,2.537,0.336,873,12.063,1.5977,104.047,22.3545,1.4176,0.34,0.24,0.75,0.517,6.2366
StarcalledStudi,2154,1479,90,2045,2570,37,0.6866,2.0,0.0952,50,4.443,2.1726,541,4.983,2.4367,123.543,17.5173,3.5742,0.36,0.06,0.68,0.596,2.9699
startdet,186,351,122,48,94,1,1.8871,0.0054,0.0,8,0.4349,2.8542,4,0.2159,1.4167,124.5365,28.0054,2.566,0.17,0.00,1.00,0.1556,0.0336
startofamoment,1194,8793,60,379,540,8,7.3643,4.9154,0.2278,64,1.378,3.6359,201751,1322.694,3489.9578,98.297,13.0987,1.2679,0.06,0.13,0.26,0.321,424.5848
StarWarsTime,1488,44432,158,2673,1227,56,29.8602,24.6297,0.1707,99,1.247,0.4665,51587,192.599,72.0535,106.425,-10.7245,1.4365,0.18,0.11,0.73,0.437,84.1658
State_Scoop,2036,26551,127,10546,136,438,13.0408,0.5963,0.0,22,0.652,0.0618,10,0.542,0.0514,134.06,12.4817,2.2821,0.43,0.12,1.00,0.313,0.1696
StateofShakespe,2418,2825,153,3057,2417,61,1.1683,0.3226,0.0108,19,1.227,0.4014,22,0.693,0.2267,115.909,24.6004,1.0502,0.68,0.02,0.91,0.333,0.2308
stats_sl,129,160,65,109,86,0,1.2403,0.3643,0.2713,16,2.2756,2.6514,115,5.8268,6.789,128.0,17.2598,1.9583,0.19,0.20,0.63,0.9449,5.5057
StealthoInfo,140,10654,84,3763,3995,47,76.1,139.5143,5.2571,3,0.081,0.0215,202,2.145,0.57,130.676,32.1905,2.4078,0.84,0.04,0.51,0.752,1.613
steamcrow,3674,24895,74,3802,1437,318,6.776,0.0882,0.0147,36,3.16,0.8311,81377,178.443,46.934,101.602,18.4213,1.7835,0.39,0.56,0.79,0.36,64.2395
steamgirlgame,2364,5260,97,853,887,49,2.225,2.2428,0.1121,191,1.082,1.2685,250899,2594.117,3041.1688,122.209,21.1965,1.68,0.05,0.07,0.51,0.314,814.5527
stefanocortesi,2926,47363,159,388,104,92,16.1869,0.0277,0.0,5,0.105,0.2706,2,0.018,0.0464,131.638,22.0436,1.0,0.00,0.00,1.00,0.016,0.0003
stefscribbles,2344,1033,76,7903,403,93,0.4407,1.2594,0.0277,17781,154.143,19.5044,50147,161.688,20.4591,71.654,24.9185,1.3731,0.13,0.22,0.17,0.285,46.0811
Stella_Korosec,3127,3009,139,818,433,41,0.9623,0.1116,0.0489,11,0.378,0.4621,67941,86.044,105.1883,98.999,34.4228,3.0678,0.47,0.07,0.65,0.181,15.574
StellarisGame,1052,15977,34,31331,29,234,15.1873,9.173,0.0181,760,18.334,0.5852,272,2.485,0.0793,90.804,35.7985,1.08,0.03,0.10,0.29,0.151,0.3752
stevenaramini,1474,1942,144,1164,840,37,1.3175,2.2123,0.0421,79,3.727,3.2019,292,1.173,1.0077,90.159,40.5814,1.3158,0.02,0.09,0.24,0.177,0.2076
StigloDesign,797,42,143,107,832,1,0.0527,0.2208,0.0013,6,0.8333,0.3271,175471,4178.2381,1640.0561,124.7381,34.8214,3.0,0.38,0.10,0.88,0.1905,795.9544
StileTeckel,2127,11366,70,322,91,42,5.3437,2.0489,0.2214,9,0.354,1.0994,134201,958.509,2976.736,113.438,14.8361,1.1875,0.24,0.15,0.64,0.599,574.1469
storytimechess,66,140,101,46,203,0,2.1212,0.7879,0.0606,3,0.25,0.6957,4,0.1016,0.2826,127.0,47.6661,1.6,0.04,0.03,0.88,0.0625,0.0063
StrieEyes,3432,1637,150,298,439,12,0.477,0.5084,0.0498,252,1.595,5.3523,268683,1538.604,5163.1007,105.24,34.1011,1.9864,0.29,0.06,0.42,0.26,400.037
stuartpalley,3300,26052,149,2608,1365,164,7.8945,1.8164,0.2364,65,1.077,0.413,347028,4810.837,1844.6461,123.481,-2.9438,1.4798,0.20,0.09,0.22,0.857,4122.8873
StudioGiraldez,1901,978,134,3308,95,43,0.5145,0.5581,0.0847,349,10.8934,3.0889,310,3.5864,1.0169,81.3785,17.9863,2.8182,0.20,0.32,0.38,0.6834,2.4509
stupidDOPE,3556,388358,155,108880,30174,1362,109.212,16.6828,0.0093,207,1.969,0.0181,48889,103.691,0.9523,117.886,12.9604,1.7737,0.46,0.74,0.93,0.319,33.0774
Sturbapp,3337,18922,124,11931,8147,111,5.6704,4.0851,0.0929,32,1.307,0.1095,29983,50.779,4.2561,96.224,16.9214,2.2868,0.27,0.17,0.64,0.614,31.1783
SuchFunDB,2285,4458,21,844,2748,44,1.951,1.3829,0.1374,11,1.19,1.41,1821,10.942,12.9645,119.861,11.2585,1.6431,0.34,0.11,0.54,0.474,5.1865
SueForMayor,1270,21073,0,160,246,60,16.5929,0.311,0.0,9,0.458,2.8625,13,0.49,3.0625,81.162,-0.9505,3.6282,0.16,0.00,1.00,0.389,0.1906
SukiCat_Arts,58,100,138,36,26,0,1.7241,2.0,0.3276,97,5.4337,12.5278,228,4.9277,11.3611,109.5422,30.4417,1.375,0.39,0.41,0.33,0.5422,2.6718
SumiAkt50349403,538,48,0,36,38,0,0.0892,1.0353,0.0093,5,0.9118,0.8611,12070,355.3235,335.5833,135.2353,35.5206,3.0,0.85,0.09,0.88,0.2941,104.5006
sumohurd,2302,3974,123,1316,1104,184,1.7263,1.4791,0.0973,34,1.058,0.804,54555,85.046,64.6246,118.642,7.1515,2.1944,0.18,0.07,0.65,0.356,30.2764
Sun_Zulu,3484,26717,140,1019,864,40,7.6685,3.8861,0.099,79,0.223,0.2188,284207,5580.453,5476.4014,92.28,7.1361,1.8772,0.11,0.11,0.49,0.39,2176.3767
SunRivieraWorks,306,142,77,162,15,7,0.4641,0.0098,0.0033,90,7.1197,6.2407,18,3.0845,2.7037,132.5141,26.4225,2.9863,0.51,0.05,0.82,0.7324,2.2591
SuperegoWorld,2919,55793,101,76490,28792,480,19.1137,53.864,0.1302,59,4.72,0.0617,308,6.874,0.0899,109.238,15.5015,1.0897,0.68,0.63,0.80,0.965,6.6334
SurfTraceFree,568,657,86,202,78,2,1.1567,0.0599,0.0563,5,0.1912,0.599,4595,15.1738,47.5495,119.8752,8.0178,1.8198,0.61,0.06,0.77,0.1374,2.0849
suser_rolfe,394,6370,79,431,438,2,16.1675,13.9264,0.4442,204,2.965,6.8794,70743,1089.173,2527.0835,95.519,-3.1394,1.1364,0.02,0.04,0.27,0.322,350.7137
suzigodson,2451,3459,31,7535,3731,108,1.4113,0.5851,0.1624,326,1.314,0.1744,431778,857.966,113.8641,117.401,21.0873,1.54,0.15,0.06,0.51,0.689,591.1386
Sweeet83,2784,33166,35,1751,1882,86,11.9131,24.3204,0.1257,20,0.394,0.225,19818,288.277,164.6356,82.804,25.4529,2.099,0.29,0.04,0.16,0.38,109.5453
SweetnSpicyBook,337,1564,147,581,1187,8,4.6409,0.3501,2.2433,11,0.083,0.1429,1262,24.335,41.8847,125.627,32.8985,2.719,0.61,0.12,0.46,0.832,20.2467
swfcsc,1478,9258,59,10269,373,34,6.2639,7.2233,0.1637,706,23.645,2.3026,11042,44.319,4.3158,97.568,14.9933,1.2536,0.28,0.14,0.29,0.521,23.0902
Szkolar_Lohud,1411,17472,160,2934,1322,24,12.3827,0.3948,0.2537,161,2.991,1.0194,5801,12.359,4.2123,128.309,16.3994,1.0267,0.07,0.06,0.65,0.852,10.5299
t_unmasked,958,12159,126,1118,97,11,12.6921,6.2296,0.1482,429,5.694,5.093,415,4.233,3.7862,92.589,18.3347,1.5725,0.13,0.17,0.41,0.323,1.3673
ta_hernandez5,1108,6621,160,1628,1322,52,5.9756,11.769,0.0307,24,3.291,2.0215,5926,12.277,7.5412,120.772,27.8279,1.1099,0.18,0.06,0.69,0.123,1.5101
TabletopPolish,2333,4275,117,226,149,8,1.8324,1.3498,0.0249,24,1.232,5.4513,1807,4.852,21.469,98.886,20.5219,1.1429,0.03,0.07,0.43,0.099,0.4803
TacticalTrads,32,64,129,2,2,0,2.0,0.0312,0.0,2,0.4528,12.0,2,0.0566,1.5,106.0566,-5.7157,2.0556,0.34,0.00,0.98,0.0377,0.0021
TailgatingChall,2070,6145,152,21404,3212,103,2.9686,2.5918,0.0039,240,15.168,0.7087,513,26.793,1.2518,99.92,43.6255,1.5099,0.35,0.11,0.41,0.56,15.0041
TalerockGS,326,31,66,73,1,3,0.0951,0.0031,0.0,23,4.6129,1.9589,10,2.2581,0.9589,120.871,16.7748,3.5,0.65,0.26,0.81,0.6452,1.4569
TamiaRHardy,637,3443,18,290,202,0,5.405,14.0549,0.5557,30,0.876,3.0207,532119,3843.544,13253.6,90.77,29.1326,1.339,0.06,0.10,0.21,0.448,1721.9077
tangenghui,3314,91562,148,4196,3551,446,27.6288,0.0238,0.1222,3,0.111,0.0265,128556,755.888,180.1449,107.762,19.5141,2.6732,0.41,0.15,0.46,0.444,335.6143
tangled_towers,257,170,90,378,1139,3,0.6615,0.0078,0.0,7,1.1566,0.5079,10,0.2952,0.1296,102.247,20.0463,5.4524,0.25,0.05,0.90,0.1747,0.0516
tanguanikia,2078,1588,44,177,458,9,0.7642,0.0929,0.1064,16,0.166,0.9379,219582,421.295,2380.1977,80.6,18.1482,1.405,0.20,0.11,0.56,0.246,103.6386
tanyasthoughts,3354,6331,152,350,532,29,1.8876,0.1264,0.1753,9,0.165,0.4714,69509,564.99,1614.2571,115.065,18.8361,1.602,0.40,0.15,0.48,0.622,351.4238
TaoOfToby,4120,732,106,60,182,2,0.1777,0.0927,0.0658,11,0.1149,1.4,127553,811.8824,9891.4333,101.1176,16.5524,1.395,0.27,0.05,0.27,0.2736,222.131
Tarheel0416,2397,565,128,267,597,0,0.2357,0.156,0.0421,35,0.8216,1.5356,41924,209.5671,391.6629,105.4309,22.97,2.5234,0.21,0.17,0.49,0.3607,75.5909
tarotbycecelia,2426,11453,0,234,44,3,4.7209,0.0115,0.0,9,0.564,2.4103,4,0.328,1.4017,108.285,13.369,4.25,0.04,0.23,1.00,0.272,0.0892
tashtalks,3398,74,148,115,131,10,0.0218,0.0018,0.0044,11,0.8784,0.5652,29429,750.4324,482.887,112.7297,18.2249,1.6389,0.49,0.14,0.38,0.3514,263.702
tcgtrendsetters,1161,20564,0,1765,4840,114,17.7123,0.5909,0.0112,3,0.038,0.0215,56847,59.274,33.583,114.238,50.2905,4.1,0.01,0.07,0.99,0.028,1.6597
tdhlifeingames,2200,3124,149,822,689,61,1.42,1.0468,0.0586,13,1.193,1.4513,124269,124.843,151.8771,109.398,40.2144,1.9828,0.35,0.08,0.46,0.272,33.9573
techpp,3079,4846,95,1955,8,26,1.5739,0.026,0.0208,98,4.188,2.1422,173,3.058,1.5642,123.558,15.0297,2.4688,0.06,0.61,0.93,0.779,2.3822
TechRaptr,2223,22918,160,16480,354,432,10.3095,1.0315,0.0094,159,3.843,0.2332,40,3.085,0.1872,118.659,3.0175,1.8268,0.82,0.72,0.96,0.957,2.9523
tedvickey,3487,26219,151,4315,4611,311,7.5191,0.6358,0.0399,11,0.379,0.0878,1149,8.843,2.0494,109.593,9.8697,1.3056,0.07,0.31,0.67,0.198,1.7509
tenacioustoys,3261,25855,117,7861,2853,208,7.9285,1.2199,0.012,16,0.927,0.1179,2718,3.37,0.4287,117.402,3.6142,1.9875,0.32,0.53,0.94,0.22,0.7414
tennibot,1098,114,50,190,70,3,0.1038,0.2231,0.0137,18,2.1389,1.2158,53,1.9537,1.1105,99.3796,46.2865,1.7917,0.22,0.13,0.67,0.5185,1.013
TesseraGuild,1688,22529,144,3833,3797,331,13.3466,7.6724,0.4953,17,0.315,0.0822,15534,147.622,38.5134,118.834,8.0373,2.583,0.27,0.23,0.60,0.974,143.7838
TetraByteMedia,342,642,49,136,156,3,1.8772,0.6842,0.4971,6,0.3921,0.9485,67964,688.9635,1666.6838,116.079,20.2879,2.7756,0.47,0.17,0.50,0.6839,471.1822
text_publishing,3265,35319,147,23629,4869,680,10.8175,1.9314,0.1259,513,6.863,0.2904,832,5.11,0.2163,116.944,25.9744,1.195,0.16,0.09,0.47,0.718,3.669
tgn_news,3414,37642,0,13979,27,343,11.0258,0.0006,0.0,24,1.925,0.1377,10,0.508,0.0363,139.929,6.5181,0,0.00,0.00,1.00,0.285,0.1448
ThatAndromeda,3099,76859,154,5781,1737,471,24.8012,0.3156,0.0881,180,2.412,0.4172,517236,2034.879,351.9943,103.076,16.9124,1.3077,0.07,0.16,0.17,0.328,667.4403
ThatCthulhuGuy,2672,2488,135,2464,2286,37,0.9311,2.8451,0.1946,18,1.559,0.6327,15767,36.79,14.931,117.973,14.631,2.4162,0.36,0.18,0.39,0.712,26.1945
The_Coolector,1829,4269,93,2395,189,144,2.3341,0.1996,0.0038,176,1.543,0.6443,380063,515.121,215.0818,131.867,43.2173,1.3743,0.18,0.05,0.98,0.272,140.1129
The_Crowds,1523,1610,0,11885,33,25,1.0571,0.0,0.0,78,2.204,0.1854,43,1.196,0.1006,138.404,32.039,1.6429,0.14,0.01,1.00,0.212,0.2536
THE_FURY_C_i,2011,18871,0,142,166,15,9.3839,28.1969,0.1462,2,0.024,0.169,74816,1044.611,7356.4155,105.505,2.1404,1.541,0.06,0.23,0.54,0.297,310.2495
The_RonJones,1987,2695,156,823,1124,90,1.3563,0.4977,0.2159,17,0.546,0.6634,177006,990.528,1203.5577,113.402,20.3416,3.1144,0.71,0.14,0.54,0.604,598.2789
Theafi100,633,672,121,803,722,14,1.0616,1.8878,0.1754,11,1.8104,1.5106,23903,97.7015,81.5193,104.1955,29.1467,1.2778,0.16,0.05,0.33,0.297,29.0173
TheAtariGamer,147,1966,129,1269,973,9,13.3741,14.2245,1.3469,58,2.685,2.1158,149536,200.841,158.2671,106.108,22.6528,2.3438,0.32,0.15,0.37,0.456,91.5835
theawesomer,3569,62735,88,14939,2102,634,17.5778,0.3121,0.0,89,0.613,0.041,15,0.237,0.0159,124.088,14.5266,1.8765,0.51,0.02,0.98,0.186,0.0441
theBATCLAM,2935,12328,135,1171,286,30,4.2003,7.3874,0.1547,86,4.104,3.5047,506385,1936.859,1654.0213,120.059,26.6182,1.9946,0.37,0.18,0.44,0.704,1363.5487
theblackdetour,435,5204,151,13064,10518,60,11.9632,0.1632,0.6207,2892,27.652,2.1167,1715,23.305,1.7839,102.371,4.7026,1.25,0.02,0.05,0.71,0.948,22.0931
theblackhackrpg,252,44,120,102,72,0,0.1746,0.2421,0.0278,12,1.3864,0.598,4415,101.3409,43.7157,85.6818,-0.3116,1.05,0.45,0.05,0.20,0.3182,32.2467
thebrandongary,384,125,157,26,74,0,0.3255,2.0651,0.1536,110,1.336,6.4231,49534,487.504,2343.7692,109.872,19.4158,1.5588,0.27,0.28,0.34,0.624,304.2025
thecultofpop,2724,2307,69,294,297,26,0.8469,0.145,0.025,34,1.144,3.8912,49913,157.686,536.3469,107.853,19.0488,1.3798,0.70,0.18,0.25,0.18,28.3835
TheDemonatrix,145,17,132,23,28,4,0.1172,0.0828,0.0069,4,1.3333,0.8696,762,51.4,33.5217,118.9333,23.296,0,0.00,0.07,0.73,0.4,20.56
thedicebear,1053,4824,127,1938,1461,87,4.5812,3.4055,0.0275,19,2.499,1.2895,1053,2.471,1.275,122.835,25.1183,2.6746,0.67,0.08,0.76,0.308,0.7611
thedicemechanic,2864,20003,113,1018,851,39,6.9843,17.8443,0.0384,59,2.275,2.2348,14406,168.427,165.4489,103.723,17.8891,1.2951,0.06,0.03,0.37,0.168,28.2957
thediceyreview1,852,1301,137,272,282,11,1.527,1.115,0.3803,54,1.396,5.1324,257999,264.265,971.5625,107.738,36.5058,1.3654,0.30,0.23,0.47,0.466,123.1475
thegamecrafter,3328,8444,160,7070,72,240,2.5373,1.2635,0.1004,84,1.581,0.2236,157,1.409,0.1993,108.344,31.6591,1.1966,0.29,0.05,0.59,0.475,0.6693
TheGeekyDragon,1112,4377,0,16,0,0,3.9362,0.0,0.0009,3,0.066,4.125,3,0.017,1.0625,97.732,-4.63,2.0,0.99,0.00,1.00,0.014,0.0002
TheJapanShop,3385,5275,96,7977,7868,116,1.5583,0.0225,0.0009,8,0.622,0.078,5,0.176,0.0221,98.526,15.7631,1.4803,0.43,0.32,0.64,0.137,0.0241
thejonesdavy,147,52,22,4,77,0,0.3537,0.1905,0.1565,1,0.0385,0.5,88823,2632.9808,34228.75,92.6731,17.0012,1.125,0.15,0.15,0.52,0.4615,1215.1206
TheKitAFD,209,76,43,83,58,0,0.3636,0.6794,0.1627,9,0.7105,0.6506,32163,931.3289,852.7831,98.4868,13.6968,1.0,0.11,0.26,0.30,0.5395,502.452
TheMarsSociety,3583,12240,116,17750,539,625,3.4161,0.252,0.1013,127,6.762,0.381,154613,232.85,13.1183,112.2,11.4433,1.7166,0.25,0.12,0.81,0.964,224.4674
themeborne,413,347,94,583,171,8,0.8402,2.0073,0.3196,32,1.8912,1.1029,1185,5.1765,3.0189,120.3029,33.4711,1.2692,0.31,0.09,0.41,0.5588,2.8926
TheMotleyGeek,426,1050,154,362,314,8,2.4648,1.1385,0.1526,41,2.56,7.0718,140523,338.321,934.5884,119.567,27.6523,2.9182,0.70,0.20,0.66,0.332,112.3226
TheNextWeb,3861,156559,70,1847107,221,33117,40.5488,1.3776,0.0137,156,8.012,0.0043,30262,38.226,0.0207,91.805,5.4129,1.0131,0.15,0.03,0.93,0.948,36.2382
theocelotmag,3069,3176,137,2380,1973,57,1.0349,0.0762,0.0075,24,0.968,0.4067,16,0.743,0.3122,110.075,13.39,1.295,0.20,0.87,0.98,0.354,0.263
TheOnyxPath,2182,12583,156,8129,68,208,5.7667,3.2731,0.1214,277,8.021,0.9867,123,4.441,0.5463,102.088,11.9342,1.6844,0.28,0.10,0.61,0.647,2.8733
TheOuterLinux,800,4563,69,266,401,301,5.7038,0.225,0.0112,5,0.27,1.015,252,0.845,3.1767,107.211,8.9339,3.0723,0.87,0.03,0.96,0.204,0.1724
ThePeteAwakens,3120,62530,136,2247,1069,203,20.0417,13.924,0.2221,10,0.249,0.1108,40962,579.161,257.7486,112.041,11.077,1.2932,0.19,0.24,0.40,0.711,411.7835
thepokemuggles,510,549,48,193,207,1,1.0765,0.6157,0.0608,32,1.2696,3.6114,1128,3.02,8.5907,88.1658,32.8149,1.7662,0.14,0.11,0.58,0.1967,0.594
TheQueenSpeaks_,3448,95286,109,2283,609,54,27.6352,2.8425,0.058,377,2.47,1.0819,92080,334.169,146.3728,75.113,4.8092,1.252,0.13,0.07,0.32,0.396,132.3309
therealtevah,529,70,143,39,303,1,0.1323,0.1664,0.0454,6,0.4203,0.7436,86688,5993.1014,10603.1795,112.913,16.3314,1.2222,0.13,0.07,0.57,0.4493,2692.7005
thereverandnd,3207,10314,113,159,522,0,3.2161,0.043,0.0175,691,0.799,5.0252,52664,229.476,1443.2453,75.83,5.1628,1.2838,0.07,0.03,0.69,0.067,15.3749
TheRpgAcademy,2147,32571,114,4633,641,205,15.1705,9.3791,0.1029,91,4.101,0.8852,253,2.425,0.5234,112.975,19.4105,1.5253,0.20,0.10,0.49,0.48,1.164
thesinisterfish,1164,518,76,1977,700,26,0.445,0.482,0.1014,16,0.7018,0.1821,236,2.0663,0.5362,104.6355,26.8481,1.5379,0.26,0.15,0.44,0.3684,0.7612
TheSpellCast,379,1285,153,990,881,28,3.3905,8.095,0.8918,68,2.267,2.2899,122453,298.256,301.2687,120.899,23.0499,2.5242,0.45,0.10,0.50,0.523,155.9879
thethinket,1886,59,130,63,99,2,0.0313,0.0027,0.0074,4,0.3214,0.2857,2,0.6964,0.619,111.4643,32.1246,1.0,0.02,0.04,0.75,0.5893,0.4104
TheUnluckyfrog,323,3172,146,1264,1091,24,9.8204,22.6563,0.8297,35,2.682,2.1218,262299,280.621,222.0103,123.447,26.4677,1.7952,0.25,0.04,0.58,0.527,147.8873
thing12games,1166,8686,62,1614,1386,42,7.4494,10.542,0.0437,54,2.723,1.6871,116955,199.203,123.4219,98.749,29.3609,1.2202,0.17,0.16,0.34,0.132,26.2948
ThirdEyeGames,3478,5394,100,1455,924,94,1.5509,0.3217,0.0877,38,1.817,1.2488,201713,216.767,148.9808,109.269,30.058,1.381,0.13,0.07,0.50,0.603,130.7105
ThirstyDragonUK,168,146,74,212,221,7,0.869,1.7083,0.0357,24,1.9381,1.033,121,2.9204,1.5566,100.646,28.7335,1.6667,0.24,0.05,0.45,0.3186,0.9304
ThomasOtterman,1158,28477,157,4581,4852,164,24.5915,51.3636,0.5259,37,1.031,0.2251,2678,26.417,5.7666,113.958,7.145,1.873,0.31,0.20,0.29,0.716,18.9146
thought_jelly,552,661,122,1765,2521,15,1.1975,5.7754,0.6268,13,0.8096,0.2385,1827,45.1077,13.2895,106.9788,14.5373,3.1903,0.43,0.23,0.33,0.8404,37.9085
tiatormen,3342,469,130,455,669,25,0.1403,0.0772,0.0203,10,0.6336,0.6462,417,2.2435,2.2879,95.9289,28.3658,2.7357,0.49,0.09,0.56,0.2823,0.6333
Tiber_wow,1084,14249,68,570,800,22,13.1448,36.452,0.2777,16,0.684,1.2,125107,706.854,1240.0947,77.785,22.2437,1.1667,0.04,0.11,0.21,0.316,223.3659
timhreha,3275,6513,40,1036,3285,99,1.9887,1.3707,0.2397,14,0.197,0.1902,168939,2583.824,2494.0386,132.332,6.0666,1.822,0.38,0.05,0.37,0.826,2134.2386
tinkerbellsway,2916,104072,145,1435,721,92,35.69,54.0343,0.0466,54,2.824,1.9679,139579,360.569,251.2676,71.882,8.0034,1.4194,0.06,0.12,0.12,0.177,63.8207
tinyninjasgame,561,405,123,1124,1353,4,0.7219,2.18,0.0517,27,3.2521,1.0445,776,3.7701,1.2109,95.7175,32.9323,3.6727,0.30,0.12,0.47,0.3823,1.4413
TLandin,2245,27651,33,705,1039,21,12.3167,6.6156,0.0316,31,1.591,2.2567,16775,52.001,73.7603,99.998,23.9291,1.776,0.73,0.02,0.29,0.39,20.2804
tlarraya,2497,818,39,132,269,2,0.3276,1.7857,0.0841,32,0.7556,4.3788,102601,252.6379,1464.1515,99.034,28.1562,1.4545,0.07,0.10,0.32,0.3176,80.2378
TomChapell,2491,9291,156,2469,4327,425,3.7298,1.9703,0.2854,41,1.447,0.5861,609,16.996,6.8838,134.682,27.6643,2.0194,0.57,0.04,0.50,0.89,15.1264
tomgurg,2951,13554,145,1308,541,58,4.593,6.3029,0.0742,25,0.855,0.6537,332929,467.348,357.2997,80.109,26.3099,1.7561,0.08,0.06,0.23,0.252,117.7717
tommmoore,3359,6314,9,12792,2083,232,1.8797,4.228,0.2486,445,3.438,0.2688,181247,1064.554,83.2203,116.108,32.3866,1.4468,0.19,0.19,0.19,0.887,944.2594
tonyboydell,3433,5183,79,708,279,31,1.5098,0.5514,0.06,148,1.434,2.0254,365286,1073.547,1516.3093,82.336,8.794,1.5588,0.10,0.06,0.35,0.275,295.2254
TookyTsuki,2172,61451,159,798,547,58,28.2924,25.9586,0.1455,48,0.827,1.0363,414442,3441.899,4313.1566,96.316,8.0088,1.3396,0.05,0.19,0.29,0.354,1218.4322
toolstoys,2503,6283,121,4453,8,291,2.5102,0.002,0.0008,20,1.692,0.38,6,0.294,0.066,97.996,11.4816,1.0,0.00,0.77,0.99,0.212,0.0623
TooManyGames,3597,1504,101,4761,592,50,0.4181,0.4045,0.1332,888,7.838,1.6463,4783,17.201,3.6129,107.681,26.4694,1.4802,0.20,0.16,0.29,0.738,12.6943
toonhammergames,496,2134,106,1714,1505,20,4.3024,10.2944,0.1754,28,4.6524,0.57,25,3.9429,0.4831,128.3476,32.0224,2.2195,0.59,0.17,0.44,0.8524,3.3609
tophersimmons,3161,35171,156,654,424,313,11.1265,0.2879,0.1354,14,0.166,0.2538,146693,576.284,881.1682,111.215,9.2337,1.5538,0.25,0.10,0.56,0.45,259.3278
Torian_Girl,2065,33522,111,2326,918,4,16.2334,23.0843,0.1346,94,3.075,1.322,45523,1215.1,522.399,108.664,11.4042,1.3714,0.04,0.07,0.46,0.364,442.2964
torilovestoast,2152,25884,132,1342,2227,14,12.0279,27.1882,0.3016,185,1.711,1.275,307813,15562.733,11596.6714,80.95,5.1964,1.5217,0.02,0.48,0.11,0.696,10831.6622
TotalDroneZone,222,131,153,76,84,3,0.5901,0.0045,0.0,11,2.175,3.4342,9,1.0833,1.7105,133.2667,23.6127,1.4783,0.19,0.01,0.99,0.4333,0.4694
TowerPB,2579,5483,117,9746,184,131,2.126,1.6914,0.0446,56,2.465,0.2529,206,2.038,0.2091,101.386,35.7687,2.3659,0.53,0.54,0.27,0.538,1.0964
tozudaLLC,1042,243,150,282,470,6,0.2332,0.3829,0.0969,6,0.5252,0.4433,4679,119.4916,100.8475,123.8487,19.0258,2.3643,0.59,0.19,0.53,0.5462,65.2663
tracimoc,2298,1180,143,314,468,11,0.5135,0.1897,0.057,145,0.944,3.0064,110398,341.144,1086.4459,100.492,29.9497,1.8153,0.29,0.20,0.58,0.235,80.1688
tracy_traynor,1379,1214,131,19810,17703,249,0.8803,5.5214,0.203,196,1.572,0.0794,6656,29.654,1.4969,88.422,43.741,2.7809,0.18,0.11,0.36,0.466,13.8188
Travis_Fauber,2779,35685,116,913,787,25,12.8409,16.3059,0.3476,54,0.129,0.1413,73567,119.457,130.8401,122.194,17.4373,2.2232,0.47,0.39,0.12,0.971,115.9927
tremble31_,488,212,75,46,7,1,0.4344,0.125,0.0184,10,1.0446,4.587,18356,93.1386,409.0,105.7129,14.3106,1.7069,0.29,0.04,0.48,0.203,18.9071
trendhunter,3966,120584,153,257863,3636,7695,30.4044,1.1679,0.0005,13,0.845,0.0033,18,0.438,0.0017,95.74,8.0871,1.0293,0.92,0.90,0.98,0.32,0.1402
trendwatching,3531,10148,150,127829,19752,5357,2.874,0.723,0.0173,38,2.306,0.018,21,1.507,0.0118,129.959,20.713,1.1924,0.29,0.15,0.87,0.627,0.9449
Trendygadgetrev,154,577,88,644,1314,2,3.7468,2.6753,2.5909,17,0.2849,0.2345,48203,533.6962,439.222,110.4623,19.18,2.2793,0.21,0.30,0.54,0.7849,418.8982
TriathlonTaren,1333,2086,121,1589,329,33,1.5649,0.5004,0.0023,39,3.288,2.0692,4,0.225,0.1416,96.595,13.3035,1.4717,0.05,0.00,0.74,0.187,0.0421
TripleAxeAttack,1997,245,118,480,243,6,0.1227,0.1057,0.0346,30,3.2816,1.675,34,2.3959,1.2229,111.0939,6.3522,1.4545,0.40,0.22,0.75,0.8,1.9167
triplesense,3426,2215,126,733,672,58,0.6465,0.1051,0.0543,8,0.523,0.7135,33,0.906,1.236,116.054,-2.07,1.6436,0.48,0.23,0.58,0.416,0.3769
