screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
ProVideo,3542,14416,107,19525,1007,720,4.07,1.3069,0.0161,64,2.374,0.1216,34,1.014,0.0519,105.469,6.415,1.2969,0.23,0.79,0.91,0.459,0.4654,54,,
brotips,2658,58004,157,529221,57,1574,21.8224,0.4056,0.0023,62,3.411,0.0064,273,1.244,0.0024,108.939,7.6401,1,0,0.07,0.99,0.373,0.464,69,,
CVOptical,3334,9974,130,3106,1656,98,2.9916,0.2681,0.0549,17,1.095,0.3525,33,0.88,0.2833,127.307,34.8748,1.7593,0.38,0.19,0.77,0.508,0.447,46,,
coolmaterial,3691,19147,16,43166,266,1308,5.1875,0.0046,0,82,3.517,0.0815,29,0.871,0.0202,88.8,7.1316,0,0,0.99,1,0.477,0.4155,53,,
DREVO_US,618,1302,21,8299,2308,21,2.1068,15.9353,0.0324,52,2.292,0.2762,1427,2.293,0.2763,80.531,31.4284,1.7419,0.09,0.09,0.32,0.181,0.415,54,,
Knog,3403,4423,159,5628,1544,195,1.2997,0.3576,0.0502,56,1.218,0.2164,219,1.259,0.2237,114.02,19.56,1.7286,0.21,0.16,0.49,0.329,0.4142,43,,
notreble,3707,20438,121,19029,747,374,5.5134,0.682,0,94,4.924,0.2588,21,0.881,0.0463,71.285,2.9797,2,0,0,1,0.461,0.4061,56,,
18dMedia,2456,453865,106,11399,4071,42,184.7985,0.0098,0.16,2,0.014,0.0012,2,0.634,0.0556,111.923,1.3362,1,0,0.6,0.99,0.624,0.3956,12,,
BoLSNEWS,3261,45104,62,16445,3443,319,13.8313,0.0739,0.0227,34,1.424,0.0866,167,1.474,0.0896,77.245,0.3242,1.76,0.05,0.05,0.93,0.266,0.3921,53,,
picobrewbeer,1893,2609,142,3298,569,105,1.3782,2.0211,0.1801,29,0.971,0.2944,51,0.905,0.2744,109.857,40.2455,1.5083,0.24,0.11,0.38,0.433,0.3919,52,,
maxplayingcards,2630,1243,44,1127,38,16,0.4726,0.0008,0.0023,27,0.613,0.5439,7,0.688,0.6105,130.743,15.2812,2.3716,0.88,0.54,0.99,0.566,0.3894,36,,
Kickfunding,1440,23305,75,936,861,29,16.184,0.491,0.1035,9,0.691,0.7382,7,1.21,1.2927,71.075,7.7463,3.6875,0.02,0.32,1,0.319,0.386,41,,
WootingKB,1113,1613,148,954,141,25,1.4492,0.7565,0.1096,24,1.715,1.7977,701,1.299,1.3616,95.177,22.1199,2.0769,0.08,0.23,0.4,0.296,0.3845,42,,
CourseHorse,2805,2412,102,2474,940,84,0.8599,0.3276,0.0649,11,0.358,0.1447,345,1.212,0.4899,104.206,33.9556,1.4549,0.23,0.1,0.49,0.317,0.3842,21,,
ZenitKensei,2230,1504,98,9372,4607,57,0.6744,0.0381,0.0049,25,0.96,0.1024,87,1.066,0.1137,82.825,20.4001,1.4762,0.02,0.22,0.88,0.358,0.3816,32,,
triplesense,3426,2215,126,733,672,58,0.6465,0.1051,0.0543,8,0.523,0.7135,33,0.906,1.236,116.054,-2.07,1.6436,0.48,0.23,0.58,0.416,0.3769,43,,
StellarisGame,1052,15977,34,31331,29,234,15.1873,9.173,0.0181,760,18.334,0.5852,272,2.485,0.0793,90.804,35.7985,1.08,0.03,0.1,0.29,0.151,0.3752,79,,
humandiaries,2168,4135,154,101663,4120,69,1.9073,7.5115,0.0304,33,1.133,0.0111,764,2.137,0.021,98.821,29.4033,2.6961,0.75,0.47,0.81,0.175,0.374,30,,
GenkiGamingTv,590,1963,0,82,166,0,3.3271,1.4966,0.0542,5,0.624,7.6098,3425,7.171,87.4512,88.86,43.1978,1.48,0.05,0.04,0.38,0.051,0.3657,20,,
boardgamerpinup,984,9045,106,4287,782,123,9.1921,13.9959,0.0346,188,8.3,1.9361,1039,1.884,0.4395,103.728,40.1032,1.2791,0.04,0.07,0.41,0.188,0.3542,62,,
muz4now,3316,201347,134,228036,156224,3213,60.7198,0.0036,0.0078,37,2.327,0.0102,39,0.978,0.0043,101.111,21.9498,1.6789,0.38,0.3,0.69,0.361,0.3531,67,,
idfgforum,2660,17370,107,24265,85,124,6.5301,0.0015,0.0019,40,0.81,0.0334,929,1.434,0.0591,111.669,11.9756,1,0,0.95,0.99,0.245,0.3513,46,,
backercamp,1811,35787,129,53154,36110,1192,19.7609,350.1171,0.042,11,1.246,0.0234,74,0.846,0.0159,126.408,30.8447,2.2163,0.68,0.32,0.94,0.414,0.3502,48,,
Kardify,1757,2735,0,1447,158,13,1.5566,1.2077,0.0387,27,2.71,1.8728,65,0.788,0.5446,116.55,26.291,1.2286,0.39,0.67,0.8,0.437,0.3444,41,,
itworldca,3498,17173,147,8825,2009,529,4.9094,0.538,0.0452,20,0.549,0.0622,46,0.856,0.097,130.044,19.0218,1.8273,0.58,0.03,0.84,0.396,0.339,49,,
gizmag,3439,54577,20,53664,17,2144,15.87,0.0122,0,321,1.6,0.0298,132,0.824,0.0154,111.793,9.3345,0,0,0.98,1,0.401,0.3304,63,,
DianeCapri,2684,125684,158,8981,6571,853,46.8271,0.3159,0,10,0.477,0.0531,7,0.693,0.0772,113.875,17.0015,2.0964,0.17,0.7,0.99,0.47,0.3257,63,,
MI_Focus,229,5579,156,715,2138,2,24.3624,1.5502,0.5764,28,0.507,0.7091,228,1.457,2.0378,106.604,12.1854,1.1582,0.3,0.35,0.89,0.211,0.3074,34,,
UPbridge_gap,995,1195,0,721,287,26,1.201,0.2513,0.0523,32,0.791,1.0971,31,0.817,1.1331,117.508,32.203,1.9099,0.56,0.04,0.77,0.376,0.3072,36,,
Mumbrellanews,1194,12084,142,9080,1548,192,10.1206,0.2295,0.0394,86,0.842,0.0927,18,0.74,0.0815,116.295,8.9467,1.1481,0.05,0.77,0.94,0.396,0.293,50,,
BriansGotGame,1172,2153,98,975,240,25,1.837,1.837,0.0273,32,2.338,2.3979,125,0.917,0.9405,105.452,29.6317,1.8472,0.56,0.27,0.45,0.319,0.2925,47,,
epicgamingnight,1223,7921,133,3655,1110,117,6.4767,7.2379,0.0662,104,5.408,1.4796,231,1.211,0.3313,104.405,29.8323,1.3478,0.09,0.16,0.45,0.239,0.2894,54,,
ElectronicsLab,3932,7677,80,3315,1046,94,1.9524,0.0158,0.0046,16,1.156,0.3487,127,0.827,0.2495,99.084,5.1546,2.1111,0.02,0.88,0.98,0.338,0.2795,50,,
videoguys,3388,26574,56,7387,5194,387,7.8436,0.1697,0.0632,7,0.347,0.047,50,0.634,0.0858,107.477,14.0286,1.6774,0.03,0.42,0.97,0.438,0.2777,51,,
BSoMT_2018,117,2296,132,605,510,11,19.6239,53.4701,0.9231,26,2.415,3.9917,364,1.199,1.9818,110.194,17.711,1.6964,0.06,0.04,0.48,0.231,0.277,46,,
IndieGameAllies,1536,32677,153,5297,3764,169,21.2741,7.3997,0.0312,11,1.411,0.2664,396,1.265,0.2388,110.177,29.5377,1.2742,0.06,0.01,0.91,0.216,0.2732,74,,
BestAppAwards,2026,1648,95,11213,9714,138,0.8134,0.3396,0.0518,12,1.172,0.1045,164,0.808,0.0721,117.824,50.0417,1.7494,0.42,0.1,0.73,0.335,0.2707,36,,
turnspro,2338,1300,151,4144,444,195,0.556,0.4837,0.047,12,0.847,0.2044,431,0.982,0.237,105.369,23.6131,3.304,0.48,0.09,0.75,0.271,0.2661,43,,
theocelotmag,3069,3176,137,2380,1973,57,1.0349,0.0762,0.0075,24,0.968,0.4067,16,0.743,0.3122,110.075,13.39,1.295,0.2,0.87,0.98,0.354,0.263,44,,
MPRG_Victoria,2902,1330,63,1682,1451,47,0.4583,0.0117,0.0544,15,0.425,0.2527,46,0.712,0.4233,122.402,32.5405,2.1259,0.41,0.28,0.65,0.365,0.2599,38,,
FatGoblinGames,2293,1532,0,391,561,12,0.6681,0.0157,0.0048,6,0.844,2.1586,349,0.813,2.0793,116.571,17.5539,1.2857,0.01,0,0.98,0.318,0.2585,22,,
The_Crowds,1523,1610,0,11885,33,25,1.0571,0,0,78,2.204,0.1854,43,1.196,0.1006,138.404,32.039,1.6429,0.14,0.01,1,0.212,0.2536,47,,
Crowd_Fund_Pro,1403,2480,134,32405,772,40,1.7676,1.2687,0,110,3.206,0.0989,57,1.529,0.0472,138.237,31.3074,1.6643,0.14,0.01,1,0.159,0.2431,58,,
VRnerds,1600,5763,99,11998,2187,487,3.6019,1.7763,0.0269,58,1.68,0.14,30,0.656,0.0547,119.662,-2.012,1.8348,0.93,0.63,0.95,0.363,0.2381,45,,
MODoutdoor,1734,2100,88,2165,52,29,1.2111,0.0208,0.0582,75,1.129,0.5215,307,0.883,0.4079,91.809,22.7064,1.3932,0.12,0.15,0.87,0.262,0.2313,48,,
StateofShakespe,2418,2825,153,3057,2417,61,1.1683,0.3226,0.0108,19,1.227,0.4014,22,0.693,0.2267,115.909,24.6004,1.0502,0.68,0.02,0.91,0.333,0.2308,48,,
heleenaw,3115,4702,134,1126,910,62,1.5095,0.0074,0.0504,24,0.588,0.5222,595,1.163,1.0329,102.413,34.6297,1.8293,0.5,0.05,0.75,0.197,0.2291,31,,
daimanuel,3750,67242,144,55897,8129,1318,17.9312,5.1357,0.0195,14,0.759,0.0136,602,1.288,0.023,113.822,29.121,1.3811,0.33,0.03,0.89,0.176,0.2267,52,,
AlexisJanson,3281,4676,152,1181,235,88,1.4252,1.1213,0.0049,109,2.39,2.0237,3624,3.905,3.3065,108.169,16.1899,1.1321,0.05,0.03,0.46,0.058,0.2265,54,,
BluffCreekElem,1248,1048,0,271,39,3,0.8397,0.0841,0.1378,50,2.554,9.4244,50,0.624,2.3026,100.175,35.3274,1.2,0.09,0.84,0.11,0.35,0.2184,26,,
WorldAReggae,2775,11478,114,28645,897,133,4.1362,0.0187,0.0007,22,1.497,0.0523,29,0.64,0.0223,110.17,11.9844,1.7936,0.47,0.01,0.99,0.337,0.2157,42,,
notesinabook,3135,2927,134,1466,2622,79,0.9337,0.0411,0.0054,15,0.476,0.3247,735,1.227,0.837,95.129,11.9971,2.2016,0.5,0.41,0.98,0.172,0.211,38,,
krowdster,1562,246833,154,58624,18120,1919,158.0237,55.1248,0,29,1.644,0.028,24,1.387,0.0237,108.781,17.304,2.8095,0.02,0,1,0.151,0.2094,73,,
stevenaramini,1474,1942,144,1164,840,37,1.3175,2.2123,0.0421,79,3.727,3.2019,292,1.173,1.0077,90.159,40.5814,1.3158,0.02,0.09,0.24,0.177,0.2076,51,,
BookSizzle,1448,47972,160,185925,132927,803,33.1298,0.7548,0.0062,6,0.692,0.0037,42,0.615,0.0033,139.674,23.1639,2.503,0.33,0,0.99,0.33,0.203,61,,
james_r_eads,2059,1214,65,2165,105,30,0.5896,0.0024,0.0029,16,1.728,0.7982,16,0.555,0.2564,94.532,14.8636,1.125,0.02,0,0.99,0.364,0.202,31,,
DaveTaylor,3891,55635,106,25598,1003,1257,14.2984,0.9342,0.0062,44,0.463,0.0181,1438,1.663,0.065,132.769,21.4638,1.9615,0.08,0.03,0.94,0.121,0.2012,46,,
SueForMayor,1270,21073,0,160,246,60,16.5929,0.311,0,9,0.458,2.8625,13,0.49,3.0625,81.162,-0.9505,3.6282,0.16,0,1,0.389,0.1906,42,,
StadriEmblems,3482,2035,154,325,229,15,0.5844,0.7464,0.0138,19,0.421,1.2954,2349,2.754,8.4738,121.805,20.1603,2.1,0.02,0.06,0.54,0.069,0.19,39,,
Nerdarchy,1636,15045,142,6773,2548,119,9.1962,6.2977,0.0012,298,3.889,0.5742,25,0.711,0.105,97.591,22.4622,1.4778,0.18,0.04,0.49,0.259,0.1841,62,,
ww_review,1393,2298,44,2554,1,26,1.6497,0,0,4,0.815,0.3191,3,0.443,0.1735,99.104,8.5608,1.9104,0.07,0.03,0.99,0.413,0.183,40,,
JamesandKarla,3152,8264,126,750,255,33,2.6218,0.1843,0.0143,22,1.959,2.612,41,0.68,0.9067,98.478,16.3907,1.5145,0.17,0.17,0.8,0.269,0.1829,40,,
TheOuterLinux,800,4563,69,266,401,301,5.7038,0.225,0.0112,5,0.27,1.015,252,0.845,3.1767,107.211,8.9339,3.0723,0.87,0.03,0.96,0.204,0.1724,34,,
State_Scoop,2036,26551,127,10546,136,438,13.0408,0.5963,0,22,0.652,0.0618,10,0.542,0.0514,134.06,12.4817,2.2821,0.43,0.12,1,0.313,0.1696,59,,
BookTweepz,1429,40077,154,188468,127832,705,28.0455,0.823,0,6,0.569,0.003,10,0.523,0.0028,139.509,17.5166,2.2425,0.33,0,1,0.32,0.1674,62,,
nancyjcohen,3101,59935,104,7324,6734,603,19.3276,0.7159,0.0248,6,0.259,0.0354,18,0.562,0.0767,119.345,5.3953,1.6684,0.78,0.31,0.95,0.291,0.1635,59,,
CyberDomain,2808,1012572,160,19990,10950,829,360.6026,26.1645,0,7,0.515,0.0258,8,0.453,0.0227,121.461,1.9702,2.002,1,0.49,1,0.355,0.1608,74,,
dealifind,211,5442,66,3589,2394,20,25.7915,0.3223,0,96,1.421,0.3959,27,0.543,0.1513,115.962,8.6764,1,0,0.83,1,0.294,0.1596,40,,
AntikBar,2445,31092,141,14185,14189,230,12.7166,0.2286,0.0049,19,1.117,0.0787,19,0.559,0.0394,138.005,55.6885,2.0901,0.35,0.02,0.99,0.285,0.1593,50,,
broadfieldsales,3034,2214,159,309,306,7,0.7297,0.0105,0.0554,7,0.286,0.9256,4,0.423,1.3689,106.371,13.6823,0,0,0.84,1,0.371,0.1569,49,,
8bitpxl,1178,4754,128,12954,10400,199,4.0357,5.2623,0.0127,103,1.807,0.1395,153,0.864,0.0667,79.236,26.7091,2.2736,0.2,0.05,0.22,0.181,0.1564,58,,
Trollgodfather,3399,22619,141,1833,421,121,6.6546,1.5702,0.0056,60,1.515,0.8265,151,0.722,0.3939,112.731,12.7799,1.0806,0.06,0.19,0.69,0.207,0.1495,58,,
tgn_news,3414,37642,0,13979,27,343,11.0258,0.0006,0,24,1.925,0.1377,10,0.508,0.0363,139.929,6.5181,0,0,0,1,0.285,0.1448,47,,
VBCmokola,1158,23815,65,727,28,4,20.5656,1.2772,0.0095,27,0.669,0.9202,19,0.627,0.8624,121.631,30.6383,2.558,0.59,0.03,0.49,0.229,0.1436,42,,
trendhunter,3966,120584,153,257863,3636,7695,30.4044,1.1679,0.0005,13,0.845,0.0033,18,0.438,0.0017,95.74,8.0871,1.0293,0.92,0.9,0.98,0.32,0.1402,64,,
GeekDads,3484,63012,106,27885,712,1410,18.0861,0.1958,0.021,57,0.842,0.0302,48,0.561,0.0201,87.529,8.3077,1.8026,0.08,0.02,0.94,0.245,0.1374,40,,
spikeybits,3101,42794,76,3486,2012,92,13.8001,0.1893,0.0419,8,0.535,0.1535,46,0.42,0.1205,124.172,4.8712,2.375,0.01,0.03,0.87,0.313,0.1315,46,,
NwiComicCon,1750,9055,155,1099,1259,40,5.1743,1.1086,0,4,0.122,0.111,3,0.357,0.3248,83.816,8.3177,1.381,0.02,0,1,0.337,0.1203,36,,
UpsUpsAndDowns,328,4573,96,5085,327,112,13.9421,52.0762,0.0457,49,2.913,0.5729,207,0.806,0.1585,100.54,4.6182,1.25,0.01,0.19,0.48,0.14,0.1128,59,,
Dagreenskins,1415,10340,51,1603,1494,37,7.3074,29.9583,0.0106,96,2.987,1.8634,184,0.816,0.509,74.706,20.7837,1.8367,0.05,0.14,0.11,0.127,0.1036,55,,
leansmarthome,366,3808,101,2073,3009,38,10.4044,28.5246,0.0246,8,0.261,0.1259,7,0.355,0.1712,88.227,24.1949,1.3,0.01,0,0.99,0.287,0.1019,56,,
AreaGamesFC,1566,1318,75,266,683,5,0.8416,0.067,0.0428,8,0.278,1.0451,251,0.579,2.1767,81.873,1.6785,2.1429,0.28,0.55,0.46,0.173,0.1002,23,,
investors_by,1243,9618,159,37151,34141,597,7.7377,7.1698,0.0088,39,0.709,0.0191,12,0.367,0.0099,136.404,15.9166,6.3701,0.99,0,0.99,0.267,0.098,53,,
MaryMorganVoice,3182,2245,141,959,529,149,0.7055,0.6405,0.0009,17,1.599,1.6674,10,0.479,0.4995,107.725,37.362,2.3791,0.31,0.04,0.55,0.2,0.0958,50,,
don_anelli,435,3370,121,714,1009,7,7.7471,6.7448,0.2161,7,0.132,0.1849,89,0.695,0.9734,52.596,-0.6197,2.5462,0.13,0.01,0.94,0.132,0.0917,41,,
BackerClub,1372,49248,160,8069,5495,1529,35.895,25.4198,0.0897,6,0.337,0.0418,6,0.356,0.0441,116.19,27.4473,2.5191,0.18,0.01,0.98,0.257,0.0915,47,,
eBooksHabit,2182,207463,158,264947,219056,2872,95.0793,0.0215,0,5,0.417,0.0016,5,0.364,0.0014,133.72,19.0116,2.0932,0.35,0.01,1,0.25,0.091,67,,
MICA_CD,1981,3556,52,862,346,20,1.7951,0.4518,0.0177,11,0.582,0.6752,65,0.448,0.5197,119.236,21.2001,1.9012,0.58,0.08,0.91,0.201,0.09,42,,
tarotbycecelia,2426,11453,0,234,44,3,4.7209,0.0115,0,9,0.564,2.4103,4,0.328,1.4017,108.285,13.369,4.25,0.04,0.23,1,0.272,0.0892,21,,
demo_ken,2477,18462,144,2597,998,125,7.4534,0.2939,0.0113,31,2.14,0.824,26,0.394,0.1517,103.333,21.673,2.5305,0.28,0.12,0.43,0.212,0.0835,49,,
MagicOrthodoxy,2354,5028,33,1705,628,22,2.1359,2.065,0.0038,30,2.024,1.1871,4,0.326,0.1912,98.27,23.3849,1.433,0.45,0.06,0.81,0.253,0.0825,47,,
crowdfundingbck,909,1028,86,200,57,11,1.1309,0.3388,0.0792,12,0.4451,2.19,8,0.4746,2.335,55.1585,4.2407,2.2857,0.01,0.63,0.98,0.1677,0.0796,24,,
NORSKK1,1543,7488,23,387,8,4,4.8529,0.0629,0.0564,20,0.896,2.3152,5,0.314,0.8114,108.775,-1.8806,1,0,0.27,0.89,0.241,0.0757,33,,
UKCrowdfundWeek,1743,46086,146,3940,1831,567,26.4406,0.031,0,5,0.323,0.082,4,0.281,0.0713,101.351,13.3,2.474,1,0,1,0.258,0.0725,53,,
BoardGames_TT,408,2189,53,44,12,4,5.3652,0,0,4,0.251,5.7045,4,0.28,6.3636,83.027,4.9526,1,1,0,1,0.251,0.0703,5,,
nbc_net,2546,16226,135,1314,0,72,6.3731,0.0027,0,39,0.546,0.4155,8,0.322,0.2451,108.628,3.7209,0,0,0.88,1,0.214,0.0689,52,,
BookZINY,1142,19095,28,29268,29544,338,16.7207,0.0701,0.0131,3,0.099,0.0034,107,0.942,0.0322,82.064,6.0795,1.9463,0.97,0.18,1,0.072,0.0678,46,,
crowdfundcash,1116,124810,158,304504,277299,236,111.8369,1.9113,0,5,0.326,0.0011,4,0.282,0.0009,130.828,39.8569,6.552,1,0.24,0.98,0.234,0.066,66,,
hobonora,3407,53434,120,17561,14658,1140,15.6836,0.3845,0.0056,14,1.023,0.0583,8,0.296,0.0169,114.114,22.5022,1.3913,0.12,0.62,0.97,0.219,0.0648,53,,
toolstoys,2503,6283,121,4453,8,291,2.5102,0.002,0.0008,20,1.692,0.38,6,0.294,0.066,97.996,11.4816,1,0,0.77,0.99,0.212,0.0623,41,,
PerfectEDC,546,6839,156,247,29,9,12.5256,0.0018,0,5,0.582,2.3563,3,0.27,1.0931,78.83,2.4911,0,0,0.97,1,0.225,0.0608,16,,
RoryJSomers,574,3906,119,1307,1590,24,6.8049,11.5157,0.0645,84,2.525,1.9319,110,0.464,0.355,102.799,26.4832,1.2414,0.03,0.03,0.47,0.13,0.0603,41,,
fancifullocales,3271,3609,148,161,0,4,1.1033,0.0024,0,4,0.421,2.6149,4,0.254,1.5776,113.12,-1.7373,2,0.8,0,0.2,0.23,0.0584,30,,
respect4all,1310,24975,160,992,1578,38,19.0649,43.6985,0.0008,227,2.004,2.0202,48,0.41,0.4133,91.792,0.625,1.44,0.1,0.07,0.61,0.141,0.0578,53,,
msraynsford,2715,1479,48,360,105,15,0.5448,0.0843,0.0107,10,0.445,1.2361,39,0.353,0.9806,117.498,10.4544,1.2,0.02,0.2,0.84,0.146,0.0515,16,,
gamebanshee,3264,20293,47,1120,107,58,6.2172,0,0,7,0.345,0.308,5,0.246,0.2196,77.965,-1.1152,0,0,0.26,1,0.195,0.048,32,,
theawesomer,3569,62735,88,14939,2102,634,17.5778,0.3121,0,89,0.613,0.041,15,0.237,0.0159,124.088,14.5266,1.8765,0.51,0.02,0.98,0.186,0.0441,53,,
TriathlonTaren,1333,2086,121,1589,329,33,1.5649,0.5004,0.0023,39,3.288,2.0692,4,0.225,0.1416,96.595,13.3035,1.4717,0.05,0,0.74,0.187,0.0421,43,,
Robotschampion,934,1215,63,121,41,54,1.3009,0.0021,0.0011,6,0.346,2.8595,8,0.236,1.9504,107.114,12.6823,2.0543,0.94,0.22,0.9,0.175,0.0413,21,,
DonationExperts,798,79335,147,88185,4669,66,99.4173,11.1266,0,4,0.192,0.0022,3,0.213,0.0024,131.375,39.4743,6.611,1,0.23,0.99,0.192,0.0409,66,,
ennologic,1421,3629,107,10505,5995,160,2.5538,1.0654,0.0591,5,0.421,0.0401,11,0.251,0.0239,96.957,70.1508,2.7391,0.02,0.1,0.23,0.16,0.0402,57,,
KyTrangHo,2777,4950,86,5256,2835,131,1.7825,0.2557,0.0072,30,0.486,0.0925,108,0.33,0.0628,93.675,20.8362,1.8105,0.1,0.02,0.96,0.118,0.0389,37,,
NaijaHitsFM,747,245162,155,3236,0,24,328.1954,1.8166,0,29,0.364,0.1125,7,0.219,0.0677,114.716,7.1096,3.804,1,0,1,0.166,0.0364,58,,
cleebration,4073,100810,148,8441,6659,704,24.7508,0.9256,0.0093,75,1.462,0.1732,131,0.477,0.0565,118.411,23.2448,1.3647,0.34,0.01,0.87,0.076,0.0363,55,,
CrowdfundCentre,1891,200193,158,26497,17949,1196,105.8662,0.3485,0,5,0.222,0.0084,4,0.202,0.0076,116.335,12.4621,1.928,0.96,0.1,0.99,0.179,0.0362,62,,
IrregularMag,3083,1552,108,1179,389,31,0.5034,0.0156,0.0049,5,0.257,0.218,49,0.269,0.2282,76.663,13.1183,1.25,0.01,0.01,0.93,0.133,0.0358,33,,
HFCNews,3177,22246,22,124214,37662,657,7.0022,0.3283,0,3,0.191,0.0015,4,0.196,0.0016,123.357,7.0621,1.9983,0.58,0,1,0.182,0.0357,52,,
iMoGalore,2416,111539,152,3264,3419,413,46.1668,0.0004,0,5,0.176,0.0539,6,0.215,0.0659,134.88,23.3259,2.805,0.59,0.09,1,0.153,0.0329,44,,
ssoebmizan,1548,8577,157,2707,2276,10,5.5407,1.7371,0.0045,5,0.282,0.1042,64,0.28,0.1034,111.162,29.2508,1.5889,0.29,0.23,0.76,0.112,0.0314,39,,
DAoCvet,1889,1920,74,81,72,2,1.0164,1.0381,0.0048,9,0.506,6.2469,331,0.952,11.7531,72.69,30.4335,1.5314,0.24,0,0.08,0.033,0.0314,34,,
FrederickWolfe_,676,2105,0,16085,8061,38,3.1139,0.9053,0,7,0.621,0.0386,7,0.197,0.0122,130.42,14.0799,3.8672,0.96,0,1,0.159,0.0313,41,,
werdcom,3096,4891,28,5740,1192,201,1.5798,0,0,6,0.669,0.1166,4,0.182,0.0317,138.077,18.203,0,0,0.03,1,0.153,0.0278,26,,
LoudounNow,967,6044,142,2419,148,28,6.2503,0.0176,0,17,0.462,0.191,10,0.188,0.0777,92.422,4.5513,1,0.18,0.51,1,0.139,0.0261,41,,
HealthyWrld,2063,198699,79,22884,4294,159,96.3156,0.1949,0.0097,3,0.101,0.0044,30,0.5,0.0218,106.317,4.2548,1.0909,0.14,0.6,1,0.052,0.026,59,,
boardgamelinks,1662,37071,139,5186,188,203,22.3051,3.3303,0.0108,13,1.135,0.2189,11,0.179,0.0345,88.106,10.8652,2,0,0,0.99,0.143,0.0256,57,,
TheJapanShop,3385,5275,96,7977,7868,116,1.5583,0.0225,0.0009,8,0.622,0.078,5,0.176,0.0221,98.526,15.7631,1.4803,0.43,0.32,0.64,0.137,0.0241,27,,
photographyblog,3707,16903,67,12244,536,586,4.5598,0.0051,0,10,0.498,0.0407,8,0.175,0.0143,113.969,13.0785,5.25,0.03,0.01,0.99,0.137,0.024,32,,
peakdesignltd,2614,6749,91,13650,1181,249,2.5819,2.3267,0,47,1.562,0.1144,19,0.292,0.0214,90.169,20.6915,1.1429,0.01,0.04,0.27,0.081,0.0237,53,,
randomdnd,779,16374,118,1341,3,73,21.0193,0.2863,0.0026,7,0.812,0.6055,3,0.163,0.1216,132.737,-31.9597,1,0.73,0,0.2,0.145,0.0236,51,,
nfajeff,3313,47303,108,4679,3547,313,14.278,0.4292,0,39,0.238,0.0509,6,0.173,0.037,91.756,20.378,1.5639,0.83,0.04,0.97,0.127,0.022,58,,
warriorsoulgear,1409,18461,148,6254,4976,151,13.1022,0.3733,0.0028,21,0.427,0.0683,4,0.162,0.0259,101.336,3.2195,1.7015,0.27,0.27,0.99,0.132,0.0214,41,,
infosolprovider,3084,3544,118,607,36,19,1.1492,0.0029,0.0049,3,0.068,0.112,24,0.187,0.3081,94.923,17.4087,1.8713,0.1,0.08,0.27,0.1,0.0187,18,,
HealthyVoyager,3617,40083,149,109151,5560,761,11.0818,0.0213,0.0058,10,0.354,0.0032,29,0.206,0.0019,109.708,26.9317,1.5984,0.25,0.52,0.98,0.083,0.0171,48,,
MOWheatley,3296,10897,0,498,152,25,3.3061,0.0249,0.0003,10,0.269,0.5402,10,0.158,0.3173,79.223,9.7828,1,0,0,0.99,0.103,0.0163,38,,
AudiMidtown,2993,10827,146,12994,13147,143,3.6174,0.1577,0,6,0.505,0.0389,4,0.139,0.0107,128.995,33.677,1.3719,0.73,0.03,0.99,0.113,0.0157,40,,
AppzBay,1131,17833,72,579,1898,389,15.7675,0.0301,0,2,0.0893,0.0864,2,0.1286,0.1244,107.8071,16.7498,2.4015,0.95,0,1,0.1196,0.0154,44,,
disney_parents,843,11758,52,1268,898,35,13.9478,0.9181,0,4,0.367,0.2894,3,0.135,0.1065,98.773,7.6032,1.6449,1,0.6,0.9,0.114,0.0154,41,,
GadgetRumors,3346,114110,159,3266,3626,131,34.1034,0.3308,0.0069,3,0.075,0.023,113,0.346,0.1059,105.377,9.8725,6.007,0.14,0.55,0.99,0.044,0.0152,49,,
ClayBoutwell,3268,6343,138,25085,20509,188,1.9409,0.2726,0.0003,9,0.38,0.0151,6,0.141,0.0056,75.838,27.8175,1.6022,0.19,0.1,0.39,0.104,0.0147,34,,
curiopuppeteer,323,1999,157,147,318,0,6.1889,0.452,0.0372,5,0.142,0.966,117,0.406,2.7619,97.927,5.3449,1,0,0.08,0.21,0.036,0.0146,33,,
Fiori_aus,2639,53095,133,7560,6836,274,20.1194,0.0633,0,7,0.424,0.0561,3,0.132,0.0175,105.463,18.9172,1.5,0.09,0.72,0.89,0.11,0.0145,54,,
backrelease_,227,2183,126,2438,3090,9,9.6167,89.5903,0.0881,25,0.475,0.1948,23,0.155,0.0636,127.011,15.5996,1.5741,0.37,0.15,0.97,0.084,0.013,53,,
bitcoinsguide,409,7902,160,1085,173,21,19.3203,0.0416,0,54,0.438,0.4037,21,0.153,0.141,138.884,11.8523,2.3333,0.01,0,0.99,0.08,0.0122,33,,
GeekyGadgets,3387,91496,36,21623,274,978,27.0139,0,0,11,0.618,0.0286,6,0.112,0.0052,96.674,6.7084,1,0,1,1,0.1,0.0112,50,,
