screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
cabbie8201,3309,7719,160,891,1561,18,2.3327,5.3131,0.0907,114,2.964,3.3266,129069,1103.283,1238.2525,99.762,24.8625,1.5872,0.22,0.21,0.32,0.428,472.2051,48,,
LloydGwilliam,2612,2350,157,204,295,7,0.8997,0.7691,0.1949,14,0.387,1.8971,332973,808.509,3963.2794,116.943,28.0193,1.4553,0.26,0.13,0.35,0.574,464.0842,38,,
LaurynIpsum,1989,8529,115,2149,867,13,4.2881,19.4827,0.0674,152,6.528,3.0377,220379,2187.374,1017.8567,90.149,7.5128,1,0.01,0.07,0.35,0.209,457.1612,49,,
druid_cat,2654,10564,148,2599,69,81,3.9804,1.6647,0.1206,56,1.691,0.6506,125896,1036.177,398.683,110.975,26.4135,1.8256,0.2,0.11,0.39,0.436,451.7732,58,,
rapjoeybatts,2685,9709,154,1562,751,92,3.616,0.2462,0.0778,7,0.496,0.3175,177118,1292.751,827.6255,90.414,11.2043,4.7659,0.44,0.08,0.5,0.343,443.4136,37,,
Torian_Girl,2065,33522,111,2326,918,4,16.2334,23.0843,0.1346,94,3.075,1.322,45523,1215.1,522.399,108.664,11.4042,1.3714,0.04,0.07,0.46,0.364,442.2964,56,,
jalangevine,1556,3088,27,455,1195,35,1.9846,1.3425,0.1607,16,0.272,0.5978,359406,1557.436,3422.9363,81.121,22.3905,1.2883,0.27,0.11,0.42,0.281,437.6395,36,,
gr3yr0n1n,2182,1779,119,943,282,32,0.8153,3.6251,0.3153,61,0.454,0.4814,176196,598.627,634.8112,101.169,22.4403,1.5864,0.29,0.19,0.32,0.729,436.3991,48,,
calmgrove,1862,7410,94,260,175,30,3.9796,6.6224,0.1112,26,0.677,2.6038,159588,1291.119,4965.8423,99.685,7.3217,2.9632,0.46,0.12,0.59,0.334,431.2337,44,,
ericabuist,3190,18518,110,9227,3250,147,5.805,1.9053,0.0323,235,5.978,0.6479,327287,1450.087,157.1569,103.098,11.3648,1.1176,0.02,0.13,0.42,0.295,427.7757,62,,
sladelss,2367,1449,124,536,163,1,0.6122,14.7744,0.0287,18,2.732,5.097,379791,3979.799,7424.9981,57.552,11.3445,1.2308,0.04,0.23,0.08,0.107,425.8385,38,,
JoeGKushner,3449,55111,92,6017,5771,120,15.9788,0.5016,0.1879,10,0.228,0.0379,71542,629.262,104.5807,115.98,12.6909,2.0369,0.22,0.2,0.38,0.675,424.7519,52,,
startofamoment,1194,8793,60,379,540,8,7.3643,4.9154,0.2278,64,1.378,3.6359,201751,1322.694,3489.9578,98.297,13.0987,1.2679,0.06,0.13,0.26,0.321,424.5848,45,,
goldenpolaroid,2681,69909,143,13265,865,255,26.0757,7.0571,0.1257,4846,30.399,2.2917,109130,806.076,60.7671,68.685,5.6334,1,0.01,0.14,0.3,0.523,421.5777,80,,
psahre,2852,5146,93,11182,436,312,1.8043,1.5852,0.0859,330,5.557,0.497,251535,944.054,84.4262,74.915,11.8096,1.3947,0.11,0.22,0.29,0.446,421.0481,44,,
rockpapercynic,2786,18412,155,3872,699,109,6.6088,5.271,0.1199,154,4.144,1.0702,168993,654.434,169.017,109.733,18.057,1.6136,0.09,0.26,0.46,0.642,420.1466,58,,
DJKver2,2667,16967,146,985,791,62,6.3618,11.709,0.2287,1274,2.388,2.4244,135788,618.797,628.2203,112.126,22.2298,1.6817,0.33,0.07,0.27,0.67,414.594,50,,
ChrisWhartonArt,3691,1718,99,264,321,17,0.4655,0.294,0.0691,27,0.69,2.6136,201468,1132.462,4289.6288,107.202,25.8649,2.622,0.42,0.26,0.51,0.365,413.3486,24,,
daizycooperxxx,471,5427,155,19578,1632,94,11.5223,11.9873,0.62,721,26.187,1.3376,135233,714.965,36.5188,89.983,10.1104,1.7765,0.09,0.29,0.31,0.578,413.2498,70,,
ThePeteAwakens,3120,62530,136,2247,1069,203,20.0417,13.924,0.2221,10,0.249,0.1108,40962,579.161,257.7486,112.041,11.077,1.2932,0.19,0.24,0.4,0.711,411.7835,65,,
markpopham,3240,93588,128,9643,877,138,28.8852,22.0725,0.1077,17610,58.199,6.0354,92966,710.879,73.7197,105.789,7.2022,1.1176,0.02,0.12,0.33,0.574,408.0445,77,,
RelinaHernandez,2418,23217,160,954,85,21,9.6017,10.811,0.1183,189,1.255,1.3155,150404,1043.83,1094.1614,99.531,17.8679,1.38,0.2,0.31,0.29,0.386,402.9184,55,,
StrieEyes,3432,1637,150,298,439,12,0.477,0.5084,0.0498,252,1.595,5.3523,268683,1538.604,5163.1007,105.24,34.1011,1.9864,0.29,0.06,0.42,0.26,400.037,30,,
jsanz,3524,63166,144,10904,2753,601,17.9245,1.1402,0.0868,656,3.677,0.3372,66388,572.697,52.5217,103.125,-0.4228,1.3889,0.13,0.13,0.57,0.694,397.4517,59,,
ShannaGermain,1870,29735,160,7001,926,320,15.9011,35.5455,0.1733,814,17.151,2.4498,110775,603.757,86.2387,107.814,27.8296,1.4309,0.19,0.08,0.41,0.658,397.2721,70,,
Vicky2807,3277,4780,0,172,2328,19,1.4587,0.0674,0.1651,14,0.076,0.4419,18788,690.912,4016.9302,125.906,49.013,2.0578,0.78,0.04,0.51,0.565,390.3653,28,,
HowToGM,894,2370,106,2428,1252,53,2.651,2.7271,0.1107,112,3.591,1.479,1142357,1269.574,522.8888,102.639,34.9866,1.9937,0.16,0.07,0.49,0.305,387.2201,44,,
NeilaK20,3489,131464,147,1552,795,135,37.6796,54.74,0.08,181,1.637,1.0548,201212,1010.709,651.23,112.509,21.1374,1.3553,0.08,0.04,0.44,0.379,383.0587,75,,
BackspindleGame,2271,9564,100,2628,1962,131,4.2114,3.2448,0.1801,18,1.989,0.7568,282917,498.534,189.7009,117.794,36.7698,2.1623,0.5,0.14,0.53,0.758,377.8888,56,,
claudiafire,2582,10376,100,985,1313,23,4.0186,0.0105,0.0906,64,0.885,0.8985,44372,941.776,956.1178,127.848,-2.2267,1.4704,0.25,0.04,0.6,0.399,375.7686,32,,
vcgriffin,3837,18230,160,322,509,41,4.7511,4.594,0.08,14,0.731,2.2702,187187,1130.499,3510.8665,87.679,7.6588,1.3365,0.1,0.19,0.25,0.331,374.1952,52,,
vengeful_steve,1722,1996,111,277,733,15,1.1591,8.0232,0.0674,76,0.802,2.8953,269193,2479.852,8952.5343,96.076,9.9209,1.2619,0.13,0.06,0.38,0.147,364.5382,37,,
WashThompson3,789,3980,140,2829,2821,32,5.0444,2.275,0.5082,19,0.262,0.0926,212670,846.28,299.1446,119.763,15.8839,2.864,0.58,0.15,0.41,0.43,363.9004,49,,
4160Tuesdays,3355,9422,135,2489,2228,78,2.8083,4.1425,0.0793,51,1.86,0.7473,160969,846.389,340.0518,100.493,20.7662,1.5756,0.17,0.15,0.42,0.428,362.2545,54,,
starstarparty,363,3234,142,287,225,6,8.9091,9.0689,0.4573,93,2.214,7.7143,296073,1221.114,4254.7526,96.044,19.4953,1.1364,0.02,0.16,0.33,0.291,355.3442,42,,
CoffeeGeek,3787,68934,115,27318,179,1155,18.2028,1.7806,0.0209,82,2.845,0.1041,450858,1259.818,46.1168,118.67,17.8332,1.2927,0.08,0.04,0.57,0.282,355.2687,51,,
tanyasthoughts,3354,6331,152,350,532,29,1.8876,0.1264,0.1753,9,0.165,0.4714,69509,564.99,1614.2571,115.065,18.8361,1.602,0.4,0.15,0.48,0.622,351.4238,31,,
