screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
Golf_CB,2499,1118,110,1347,345,22,0.4474,0.5374,0.0988,118,3.693,2.7416,51,2.782,2.0653,111.99,29.6712,1.3487,0.3,0.27,0.51,0.676,1
Robotschampion,903,1190,63,117,41,54,1.3178,0.0022,0.0011,6,0.346,2.9573,8,0.236,2.0171,107.114,12.6823,2.0543,0.94,0.22,0.9,0.175,0
DREVO_US,587,1242,21,8461,2295,18,2.1158,16.8177,0.0341,52,2.292,0.2709,1427,2.293,0.271,80.531,31.4284,1.7419,0.09,0.09,0.32,0.181,0
BackerGuru,526,1301,158,2995,3640,28,2.4734,0.0304,1.5875,6,0.054,0.018,21216,39.751,13.2725,129.554,29.3604,1.4867,0.26,0.07,0.62,0.845,1
ScontiDaCinema,960,1305,48,4678,4395,15,1.3594,0.2302,0.025,22,2.045,0.4372,10,1.519,0.3247,118.371,1.6914,1.2889,0.23,0.72,1,0.919,1
nook_pod,681,1331,111,1254,3910,50,1.9545,2.975,0.4993,44,1.26,1.0048,20888,25.576,20.3955,118.637,44.7822,1.7214,0.32,0.13,0.62,0.519,1
Hapy_One,2642,1369,152,461,591,43,0.5182,0.0844,0.1185,15,0.171,0.3709,71233,105.58,229.0239,90.754,14.4901,1.9966,0.29,0.12,0.34,0.318,0
UnmannedInsight,1456,1410,114,468,989,26,0.9684,0.3887,0.2692,6,0.183,0.391,3913,26.914,57.5085,104.518,10.0376,1.8534,0.27,0.17,0.87,0.448,0
rocksetta,1948,1466,160,1982,3315,189,0.7526,0.2787,0.114,17,0.806,0.4067,195513,243.996,123.106,121.737,21.7958,2.5276,0.63,0.15,0.72,0.425,0
BestAppAwards,1995,1624,95,11236,9720,138,0.814,0.3313,0.0526,12,1.172,0.1043,164,0.808,0.0719,117.824,50.0417,1.7494,0.42,0.1,0.73,0.335,0
oakwoodmarket,2652,1656,156,2274,1127,53,0.6244,0.1591,0.1719,25,1.116,0.4908,128,3.26,1.4336,117.4,32.2527,1.639,0.2,0.16,0.39,0.805,1
saralamnin,3321,1705,38,703,607,8,0.5134,0.1888,0.0337,20,1.31,1.8634,2364,5.619,7.9929,122.871,34.0131,1.3242,0.47,0.14,0.73,0.373,0
gr3yr0n1n,2151,1736,119,903,279,32,0.8071,3.504,0.3199,61,0.454,0.5028,176196,598.627,662.9313,101.169,22.4403,1.5864,0.29,0.19,0.32,0.729,1
howudish,425,1965,154,7399,3257,12,4.6235,0.8471,0.0353,9,0.394,0.0533,14,0.105,0.0142,132.155,41.6311,3.071,0.32,0.03,0.95,0.081,0
TriathlonTaren,1302,2032,121,1538,331,32,1.5607,0.4962,0.0023,39,3.288,2.1378,4,0.225,0.1463,96.595,13.3035,1.4717,0.05,0,0.74,0.187,0
